License Serial Number,Premises Name,License Certificate Number,License Received Date,County ID Code
2212799,INMAN BROTHERS INC,,2018-06-06T00:00:00,48
1310915,NY HAPPY LIQUOR INC,,2018-06-06T00:00:00,1
2212801,HJ GAS MART INC,898346,2018-06-06T00:00:00,13
1310916,JD DELI & PIZZA INC,,2018-06-06T00:00:00,0
1310917,A & Z CONVENIENT INC,,2018-06-06T00:00:00,14
2212805,SUGAR MAGNOLIA LLC,,2018-06-06T00:00:00,13
1310918,CASTILLO DELI MINI MARKET INC,,2018-06-06T00:00:00,0
2212807,IRONS PLATTSBURGH LLC,,2018-06-06T00:00:00,42
1310921,COLUMBUS FRESH FARMS INC,,2018-06-06T00:00:00,2
1310924,BROS SEAFOOD LLC,,2018-06-06T00:00:00,2
3161144,PICK N PATCH LLC,849236,2018-06-06T00:00:00,17
1310926,GOD BLESS PIZZA AND GROCERY CORP,,2018-06-06T00:00:00,1
1310927,EL NUEVO AMANECER DELI INC,,2018-06-06T00:00:00,1
1310930,EJ FINE SERVICE INC,,2018-06-06T00:00:00,20
1310932,LAN TING HOT POT INC,801435,2018-06-06T00:00:00,14
1310935,365 FOOD KITCHEN INC,,2018-06-06T00:00:00,8
1310937,WERTS EAST LLC,,2018-06-06T00:00:00,10
1310999,LOS TRES CHIFLADOS HOMEMADE MEXICAN RESTAURANT COR,,2018-06-07T00:00:00,14
1311000,4024 BOSTON WINE & LIQUOR INC,,2018-06-07T00:00:00,0
1311002,UNION CONVENIENCE INC,,2018-06-07T00:00:00,1
1311005,AMSTERDAM FIVE STARS GROCERY CORP,,2018-06-07T00:00:00,2
1311008,LATIN FUSION DELI I CORP,,2018-06-07T00:00:00,8
1311010,LA CUESTA GROCERY CORP,,2018-06-07T00:00:00,14
1311013,PALEN DELI GRILL CORP,,2018-06-07T00:00:00,14
1311016,CONVENE 117 WEST 46TH LLC&FOR FIVE@117WEST 46THLLC,,2018-06-07T00:00:00,2
1311017,TIME OUT MARKET (NEW YORK) LLC,,2018-06-07T00:00:00,14
1311018,MORRIS AVE DELI CORP,,2018-06-07T00:00:00,0
1311021,BOLLA OPERATING L I CORP,902834,2018-06-07T00:00:00,8
1311023,TIME OUT MARKET (NEW YORK) LLC,,2018-06-07T00:00:00,14
1311024,A MODO NOSTRO LLC,,2018-06-07T00:00:00,2
1311025,H & K CONVENIENCE INC,,2018-06-07T00:00:00,10
1311028,ASA GAS & STORE INC,,2018-06-07T00:00:00,10
1311030,CAMPARI AMERICA LLC,,2018-06-07T00:00:00,2
1311031,"SPOT DELI INC, THE",,2018-06-07T00:00:00,8
2212813,FIREBALL FARM & CIDERS LLC,898293,2018-06-07T00:00:00,5
1311034,LA DUENA RESTAURANT BAR CORP,,2018-06-22T00:00:00,0
2212815,MASON JAR 22 LLC,,2018-06-07T00:00:00,48
1311037,NONNA LOUNGE PIZZA CORP,,2018-06-07T00:00:00,20
1311038,MIANI CONVENIENCE CORP,,2018-06-07T00:00:00,10
1311040,EL MANGUITO DELI INC ,,2018-06-07T00:00:00,8
1311041,BURRITOS Y MAS CORP,,2018-06-07T00:00:00,2
1311042,EMMAS RESTAURANT GROUP LLC,,2018-06-07T00:00:00,20
1311044,ABC FIVE WINGS INC,,2018-06-07T00:00:00,0
1311045,PICCOLO BAY REST INC,,2018-06-07T00:00:00,8
1311047,ROCKY POINT SERVICE CENTER INC,,2018-06-07T00:00:00,8
2212818,HUDSON VALLEY DISTILLING COMPANY LLC,,2018-06-08T00:00:00,9
2212819,HUDSON VALLEY DISTILLING COMPANY LLC,,2018-06-08T00:00:00,9
2212820,ROCKLAND MINI MART INC,,2018-06-08T00:00:00,12
2212823,PROSPECT CORPORATION,,2018-06-08T00:00:00,23
2212824,AUM QUICK STOP INC,,2018-06-08T00:00:00,12
3161147,HOLLEY FALLS BAR & GRILL INC,,2018-06-08T00:00:00,39
3161148,OTR WOODFIRE TAVERN LLC,,2018-06-08T00:00:00,16
3161149,SMITH BUDUSON INC,,2018-06-08T00:00:00,16
2212848,ROUTE 20 GRILL & TAP LLC,,2018-06-08T00:00:00,44
1311050,DEKALB SUPER DELI CORP,,2018-06-08T00:00:00,14
1311053,FINGER LAKES BROOKLYN CAFE CORP,,2018-06-08T00:00:00,14
1311055,BPR ENTERPRISES LLC,,2018-06-08T00:00:00,8
1311057,LICOLNDALE WINES & LIQUOR INC,,2018-06-08T00:00:00,20
1311060,"RICHMOND ON BAY STREET LLC, THE",,2018-06-08T00:00:00,29
1311061,WAYPOINT RESTAURANT LLC,887694,2018-06-08T00:00:00,10
1311063,ESTHER HADASSA CORP,824456,2018-06-08T00:00:00,14
1311064,WHITS POINT INC,,2018-06-08T00:00:00,1
3161154,LILLY BELLE MEADS LLC,,2018-06-08T00:00:00,21
3161155,LILLY BELLE MEADS LLC,,2018-06-08T00:00:00,21
3161156,OUR OWN CANDLE COMPANY,,2018-06-08T00:00:00,45
3161158,HB MOR ENTERPRISE INC,,2018-06-08T00:00:00,53
3161160,N A MINI MART INC,,2018-06-08T00:00:00,16
3161162,DEBRA A CARTWRIGHT,,2018-06-08T00:00:00,56
3161162,DEBRA A CARTWRIGHT,,2018-06-08T00:00:00,56
2212861,GREEN ACRES GOLF CLUB INC,,2018-06-08T00:00:00,23
2212863,"LANCE H BAXTER, SHAWN W BAXTER, GLORIA E BAXTER",,2018-06-08T00:00:00,27
2212914,ALEX FOOD & GROCERY II INC,,2018-06-11T00:00:00,9
2212915,GEORGES LODGE LIQUORS LLC,898374,2018-06-11T00:00:00,57
1311065,CENTRAL PLAZA FOOD CORP,,2018-06-11T00:00:00,14
2212918,LIVERPOOL FOOD MARKET LLC,,2018-06-11T00:00:00,13
1311066,DOMINICAN MEAT MARKET INC,,2018-06-11T00:00:00,8
2212921,SWAMISHRIJI INC,,2018-06-11T00:00:00,24
1311067,MI PUEBLO MEAT MARKET INC,,2018-06-11T00:00:00,29
1311070,G & A DELI GROCERY CORP,,2018-06-11T00:00:00,0
1311073,FIVE BROTHERS TRADING INC,,2018-06-11T00:00:00,1
2212922,GOOD VS EVIL BREWING LLC,,2018-06-11T00:00:00,26
1311074,SHIV SHAKTI CONVENIENCE INC,,2018-06-11T00:00:00,14
1311077,J HOOKAH & DELI GROCERY CORP,,2018-06-11T00:00:00,0
2212923,"GIRLS IN THE VINEYARD, THE ",898284,2018-06-11T00:00:00,5
1311080,ARAMARK SERVICES INC,,2018-06-11T00:00:00,2
2212924,PRINCE DISTILLERY LLC,,2018-06-11T00:00:00,23
2212925,PRINCE DISTILLERY LLC,,2018-06-11T00:00:00,23
1311082,ARAMARK SERVICES INC,,2018-06-11T00:00:00,2
1311084,ARAMARK SERVICES INC,,2018-06-11T00:00:00,2
1311086,RBSB LLC,,2018-06-11T00:00:00,2
1311088,ROSE WINE & SPIRITS INC,,2018-06-11T00:00:00,8
1311089,ROBATAYA NY LLC,,2018-06-11T00:00:00,2
1311091,IRAJ INC,,2018-06-11T00:00:00,8
2212926,MOUNTAIN VIEW RESTAURANT CORP,,2018-06-11T00:00:00,7
2212929,LATHAM MADDIOS INC,,2018-06-11T00:00:00,5
1311094,D & B FOODIES LLC,,2018-06-11T00:00:00,2
1311095,WIDOW JANE DISTILLERIES LLC,,2018-06-11T00:00:00,14
2212931,W CHURCHILL RESTAURANT ASSOCIATES LLC,,2018-06-11T00:00:00,26
1311097,EAST WEST BROADWAY INC,,2018-06-11T00:00:00,0
1311098,EL MONUMENTO RESTAURANT BAR & LOUNGE INC,,2018-06-11T00:00:00,14
2212932,TAPHOUSE & GRILLE INC,,2018-06-11T00:00:00,47
1311099,FIRST STOP DELI CORP,,2018-06-11T00:00:00,14
2212936,D LUX DINER CORP,,2018-06-11T00:00:00,7
1311100,7 ELEVEN INC,,2018-06-11T00:00:00,1
1311101,SAUCE & SODA INC,,2018-06-11T00:00:00,14
1311102,7 ELEVEN INC,,2018-06-11T00:00:00,8
1311103,7 ELEVEN INC,,2018-06-11T00:00:00,1
1311104,SAXWOOD ENT CORP,,2018-06-11T00:00:00,10
1311106,77 GOURMET DELI OF BAY RIDGE INC,,2018-06-11T00:00:00,14
1311109,SAN FRANCIS DELI GROCERY INC,,2018-06-11T00:00:00,14
1311112,V A O VENTURES INC,,2018-06-11T00:00:00,8
1311114,HERB & OLIVE MANHASSET LLC,,2018-06-11T00:00:00,8
2212939,RUSSELL DAVID POPE,,2018-06-11T00:00:00,33
1311119,BOLLA OPERATING L I CORP,,2018-06-11T00:00:00,10
2212942,10 CROWN ST LOUNGE LLC,,2018-06-11T00:00:00,23
1311121,"JUICY BOX BAR LLC, THE",,2018-06-11T00:00:00,14
2212944,CHRIS'S SOUTHERN CONNECTION LLC,,2018-06-11T00:00:00,5
2212945,NEW MT FUJI INC,,2018-06-11T00:00:00,46
1311122,EL TIGRE LLC,,2018-06-11T00:00:00,2
1311123,C P GRILL CORP,,2018-06-11T00:00:00,1
1311124,SWEET SYMPHONY III LLC,,2018-06-11T00:00:00,20
1311126,HORTUS NYC CORP,,2018-06-11T00:00:00,2
2212947,BEACON QUICK STOP INC,,2018-06-12T00:00:00,9
2212949,ARTISANS AND CURATORS LLC,,2018-06-12T00:00:00,13
2212950,CONSOLIDATED MORTGAGES LLC,,2018-06-20T00:00:00,4
2212952,KING OF CLUBS WINE LLC,898288,2018-06-12T00:00:00,5
2212953,CASPAR WINE LLC,898289,2018-06-12T00:00:00,5
2212954,"ADIRONDACK GENERAL STORE INC, THE",,2018-06-12T00:00:00,18
2212955,BLACK DIRT DISTILLING LLC,,2018-06-12T00:00:00,7
2212956,BLACK DIRT DISTILLING LLC,,2018-06-12T00:00:00,7
2212957,WGG ENTERPRISES LLC,898294,2018-06-12T00:00:00,5
2212958,MORNING SIDE VINEYARD INC,898295,2018-06-12T00:00:00,5
1311128,TCB ENTERPRISES INC,,2018-06-12T00:00:00,20
2212959,WINDHAM VINEYARDS LLC,,2018-06-12T00:00:00,5
1311130,THREE LITER PRODUCTIONS LLC,883086,2018-06-12T00:00:00,2
2212961,17 N MIDDLETOWN ROAD LLC,,2018-06-12T00:00:00,12
2212963,KILER CANYON LLC,898309,2018-06-12T00:00:00,5
2212964,BELLA LUNA WINERY INC,898291,2018-06-12T00:00:00,5
1311131,CARIBBEAN STARR INC,,2018-06-12T00:00:00,2
1311133,REIGN ENTERTAINMENT LLC,,2018-06-12T00:00:00,14
1311134,LE SPOT RESTAURANT LLC,,2018-06-12T00:00:00,8
1311136,BAMBOO YA SUSHI INC,,2018-06-12T00:00:00,1
1311137,SNIPERS TAVERN INC,,2018-06-12T00:00:00,14
1311138,FLORAL TERRANES LLC,,2018-06-12T00:00:00,8
1311141,FLORAL TERRANES LLC,,2018-06-12T00:00:00,8
1311668,BK YUMMY CORP,,2018-06-29T00:00:00,14
1311142,EAT BENTO INC,898394,2018-06-12T00:00:00,2
3161180,DRAGON PALACE RESTAURANT AND BAR INC,,2018-06-12T00:00:00,16
3161184,LA HACIENDA RESTAURANT & PIZZERIA LLC,,2018-06-12T00:00:00,31
1311143,S BOERUM PROVISIONS INC,,2018-06-12T00:00:00,14
1311144,HOTEL TORTUGA INC,,2018-06-12T00:00:00,2
1311145,GLK PARTNERS LLC,,2018-06-12T00:00:00,14
1311146,ANNADALE TRADING INC,,2018-06-12T00:00:00,29
1311148,BAGEL DEPOT OF S I CORP,,2018-06-12T00:00:00,29
1311151,YALE AVE DELI GROCERY INC,,2018-06-13T00:00:00,20
1311153,GOOD GUYS DELI AND GROCERY INC,,2018-06-13T00:00:00,1
1311155,GRANDMA II WINE MARKET INC,,2018-06-13T00:00:00,1
1311157,HART DELI GROCERY INC,,2018-06-13T00:00:00,14
1311158,LA RUBIA DELI GROCERY CORP,,2018-06-13T00:00:00,0
1311160,RACHEL GROCERY STORE INC,,2018-06-13T00:00:00,1
1311164,MX INSIDE OUT DELI INC,,2018-06-13T00:00:00,0
1311165,MADISON AVENUE RESTAURANT GROUP INC,,2018-06-13T00:00:00,20
1311166,FIVE STARS DELI STORE INC,,2018-06-13T00:00:00,14
1311167,172 MINI MART INC,,2018-06-13T00:00:00,1
1311170,HASSAN M A NAGI,,2018-06-13T00:00:00,14
2212971,BROKEN BOW BREWERY LLC ,,2018-06-13T00:00:00,15
1311171,BROKEN BOW BREWERY LLC ,,2018-06-13T00:00:00,20
1311173,BAGEL DEPOT CORP,,2018-06-13T00:00:00,29
1311176,86 CHIKURIN SUSHI INC,,2018-06-13T00:00:00,14
1311177,NEW CLINTON HOSPITALITY LLC,,2018-06-13T00:00:00,2
1311178,"MONARCH THEATRE LLC, THE",,2018-06-13T00:00:00,14
1311179,PSD FREEPORT INC,,2018-06-13T00:00:00,8
3161188,"CORNERSTONE MARKET OF WNY LLC, THE",,2018-06-13T00:00:00,41
1311181,AMAZING DELI & CONVENIENCE INC,,2018-06-13T00:00:00,10
3161190,SH HOTEL GROUP LLC,,2018-06-13T00:00:00,21
2212974,GOLDEN WOK RP INC,,2018-06-13T00:00:00,9
2212976,LOWVILLE FOOD MART INC,,2018-06-13T00:00:00,58
3161191,MRC 414 INC,,2018-06-13T00:00:00,16
1311183,CASA RUBIO CAFE CORP,,2018-06-13T00:00:00,1
2212979,PICCO HOSPITALITY GROUP CORP,,2018-06-13T00:00:00,47
2212981,CHOPSTICK BISTRO INC,,2018-06-13T00:00:00,19
1311184,AI SUSHI INC,,2018-06-27T00:00:00,14
1311185,BELLA II LLC,,2018-06-13T00:00:00,8
2212982,THE CHALET CORP,,2018-06-13T00:00:00,38
1311186,SIMONS BAR & KITCHEN INC,,2018-06-13T00:00:00,14
2212984,PICCO HOSPITALITY GROUP CORP,,2018-06-13T00:00:00,47
1311187,S & D STUDIOS LLC,,2018-06-13T00:00:00,29
2212993,SAMUEL FUNDARO,,2018-06-13T00:00:00,43
1311188,MI BANDERA GROCERIES & MEATS INC,,2018-06-13T00:00:00,2
1311191,YAHOO SMOKE & BEER SHOP INC,,2018-06-13T00:00:00,1
1311192,BK FRESH LLC,,2018-06-14T00:00:00,14
2212994,HEIKO GIESBERG,,2018-06-14T00:00:00,23
2212995,HEIKO GIESBERG,,2018-06-14T00:00:00,23
2212996,BUDHA TAMANG,,2018-06-14T00:00:00,13
1311193,RAMEN USA INC,,2018-06-14T00:00:00,14
2212998,3AS & F MARKET INC,,2018-07-03T00:00:00,48
1311194,MEAT CAFE LLC,,2018-06-14T00:00:00,14
2213000,GLENHAM TOWN DELI INC,,2018-06-14T00:00:00,9
2213001,PRG ENTERPRISES INC,,2018-06-14T00:00:00,7
1311195,AZUMA SUSHI & ASIAN FUSION INC,,2018-06-14T00:00:00,10
1311196,BILTMORE HOSPITALITY LLC,,2018-06-14T00:00:00,2
1311198,341 FRAME INC,,2018-06-14T00:00:00,2
1311199,CHELLA LUNA INC,,2018-06-14T00:00:00,1
1311200,DIONYSUS GROUP CORP,,2018-06-14T00:00:00,14
1311201,WANTAGH WINES & SPIRITS INC,,2018-06-14T00:00:00,8
2213004,ISLAND BAY HOLDINGS INC,,2018-06-14T00:00:00,27
1311203,"POTTERY FACTORY NY LLC, THE",,2018-06-14T00:00:00,20
1311203,"POTTERY FACTORY NY LLC, THE",,2018-06-14T00:00:00,20
1311204,BLUE LAND GROUP INC,,2018-06-14T00:00:00,10
1311207,PANCHITAS PLACE INC,,2018-06-14T00:00:00,14
1311208,LA FINQUITA 1 CORP,,2018-06-14T00:00:00,14
1311212,JIM BEAM BRANDS CO,,2018-06-14T00:00:00,2
1311213,TRUTH ASTORIA CORP,,2018-06-14T00:00:00,1
1311214,HAPPY FAMILY GROCERY STORE INC,,2018-06-14T00:00:00,14
1311215,TEAM CAMEO LLC,,2018-06-14T00:00:00,14
1311216,STARZWOOD LIQUOR STORE INC,,2018-06-14T00:00:00,1
1311217,SUAD SPORTS CAFE LLC,,2018-06-14T00:00:00,1
1311218,TUGA BAR & GRILL INC,,2018-06-14T00:00:00,20
1311219,WILDLIFE CONSERVATION SOCIETY,,2018-06-14T00:00:00,14
1311227,PATCHOGUE PASTARIA CORP,,2018-06-14T00:00:00,10
1311228,1149 UTICA PETROLEUM LLC,,2018-06-14T00:00:00,10
1311229,SSP AMERICA LGA LLC,,2018-06-14T00:00:00,1
1311231,SSP AMERICA LGA LLC,,2018-06-14T00:00:00,1
1311233,SSP AMERICA LGA LLC,,2018-06-14T00:00:00,1
1311235,180 3RD AVENUE LLC,,2018-06-14T00:00:00,2
1311236,LJ RORIZ LLC,,2018-06-14T00:00:00,8
1311237,37 MEAT CORP,,2018-06-15T00:00:00,1
1311238,ZAHER MEAT CORP,,2018-06-15T00:00:00,1
1311241,LA RAZA GROCERY & DELI INC,,2018-06-15T00:00:00,14
1311242,TRADER JOES EAST INC,,2018-06-15T00:00:00,2
1311243,DHS SALES & SERVICES INC,,2018-06-15T00:00:00,10
1311246,MOUSA MART INC,,2018-06-15T00:00:00,20
1311248,J&PM THREE SERVICES,,2018-06-15T00:00:00,29
1311249,HF RFM LLC,,2018-06-15T00:00:00,10
1311250,LAS MARAVILLAS RESTAURANT CORP,,2018-06-15T00:00:00,1
1311253,CYNTHIA LATIF,,2018-06-15T00:00:00,1
1311254,MR BING OF TIMES SQUARE LLC,,2018-06-15T00:00:00,2
1311255,VINO 23 WINE & SPIRITS INC,,2018-06-15T00:00:00,2
1311256,DIRTY TACO & TEQUILA INC,,2018-06-15T00:00:00,8
1311259,DANG BULLS I BBQ RESTAURANT CORP,,2018-06-15T00:00:00,10
1311260,MISSION CEVICHE CANAL LLC,824457,2018-06-15T00:00:00,2
1311261,ROYAL GA LLC,,2018-06-15T00:00:00,14
1311262,NEWTOWN BK LLC,,2018-06-15T00:00:00,14
2213018,HANCOCK GOLF AND COUNTRY COURSE LLC,,2018-06-15T00:00:00,43
1311263,WILDLIFE CONSERVATION SOCIETY,,2018-06-15T00:00:00,14
2213024,RC SPOT LLC,,2018-06-15T00:00:00,58
2213025,RC SPOT LLC,,2018-06-15T00:00:00,58
2213026,RC SPOT LLC,,2018-06-15T00:00:00,58
1311265,JAMI KEY LLC,,2018-06-15T00:00:00,8
3161198,WELLSVILLE BREWING CO INC,,2018-06-18T00:00:00,59
2213028,ONE CAN INC,,2018-06-18T00:00:00,19
3161199,TWINS FOODLINK CORP,,2018-06-18T00:00:00,16
2213030,NORTHERN FARMHOUSE PASTA LLC,,2018-06-18T00:00:00,38
2213032,JACE & BAILEY ITALIAN KITCHEN LLC,,2018-06-18T00:00:00,7
1311268,PUB 138 INC,,2018-06-18T00:00:00,2
2213034,TOKYO HERKIMER INC,,2018-06-18T00:00:00,57
1311269,BMNR INC,,2018-06-18T00:00:00,20
1311271,"STANDARD ON THE BAY LLC, THE",,2018-06-18T00:00:00,10
2213036,BUTTERMILK SPA LLC,,2018-06-18T00:00:00,23
1311277,FLORA TASTE EXPERIENCE LLC,,2018-06-18T00:00:00,14
2213037,MOUNTAIN FRIENDS CORPORATION,,2018-06-18T00:00:00,4
3161201,EASTMAN KODAK COMPANY ,,2018-06-18T00:00:00,16
2213040,INN AT BUTTERMILK FALLS EVENTS LLC,,2018-06-18T00:00:00,23
1311278,RUMBA 60 REST BAR CORP,,2018-06-18T00:00:00,1
2213042,AHMAD TEIMOORI,,2018-06-18T00:00:00,5
2213045,401 SOUTH CLINTON STREET INC,,2018-06-18T00:00:00,13
2213049,COFFEE SMOKE LLC,,2018-06-18T00:00:00,38
2213051,COLGATE INN LLC & CH NEW YORK LLC,,2018-06-18T00:00:00,54
2213057,ROCCO J TESTANI INC,,2018-06-18T00:00:00,35
2213058,WOODYS COUNTRY STORE LLC,,2018-06-18T00:00:00,54
3161209,LINDA L MASTRODONATO,,2018-06-19T00:00:00,16
2213059,HENRYS AT BUTTERMILK FALLS INN INC,,2018-06-19T00:00:00,23
2213060,TWO WOLVES WINE LLC,898308,2018-06-19T00:00:00,5
3161210,ATTICA UNLIMITED ENTERPRISES LLC,,2018-06-19T00:00:00,56
2213061,LIGHTNING WINE FARM LLC,898352,2018-06-19T00:00:00,5
3161212,ZBD LLC,,2018-06-19T00:00:00,16
2213063,BENY DELI & GROCERY CORP,,2018-06-19T00:00:00,12
3161213,COCKAIGNE RESORT LLC,,2018-06-19T00:00:00,45
2213066,CAMILLUS GRILL CAMILLUS LLC,,2018-06-19T00:00:00,13
2213068,A & JS MOONEY BAY CAFE LTD,,2018-06-19T00:00:00,42
2213070,BEE TAVERN LLC,,2018-06-19T00:00:00,7
2213071,MICOSTA BERRY BAR INC,,2018-06-19T00:00:00,24
2213072,MORAN FOODS LLC,,2018-06-19T00:00:00,36
2213074,CORNELL COOPERATIVE EXTENSION DUTCHESS COUNTY,,2018-06-19T00:00:00,9
1311284,SHORELINE FOOD & BEVERAGE LLC,,2018-06-19T00:00:00,10
1311288,FIRST GENERATION SCARSDALE LLC,,2018-06-19T00:00:00,20
2213075,NP PIZZA INC,,2018-06-19T00:00:00,23
1311289,ROMA SALERNO CORP,,2018-06-19T00:00:00,2
1311290,LALY'S RESTAURANT CORP,,2018-06-19T00:00:00,1
1311292,SMON INC,,2018-06-19T00:00:00,2
1311295,5754 DELI INC,,2018-06-19T00:00:00,1
1311298,WILDLIFE CONSERVATION SOCIETY,,2018-06-19T00:00:00,0
1311302,NYCBCH III INC,,2018-06-19T00:00:00,1
1311303,INFINITY SPACE INC,,2018-06-19T00:00:00,20
1311305,GOLDEN POND WINE & LIQUOR INC,,2018-06-19T00:00:00,0
1311308,VIEJON INC,,2018-06-19T00:00:00,14
1311309,BARUCH CHICKEN LLC,,2018-06-19T00:00:00,2
1311310,SILKY HOSPITALITY INC,,2018-06-19T00:00:00,2
1311311,CCA HOLDINGS INC,,2018-06-19T00:00:00,29
1311312,HOT KITCHEN 53 INC,,2018-06-19T00:00:00,2
1311315,FAMILY RESTAURANTS OF MERRICK LLC,,2018-06-19T00:00:00,8
1311318,SUMI RESTAURANT INC,,2018-06-19T00:00:00,8
1311318,SUMI RESTAURANT INC,,2018-06-19T00:00:00,8
1311320,ADRIAEN BLOCK INC,,2018-06-19T00:00:00,1
1311322,SAMANTHAS 178 DELI GROCERY INC,,2018-06-19T00:00:00,1
1311325,HIGH CLOUD CONVENIENCE STORE INC,,2018-06-19T00:00:00,2
1311326,VARGAS MEAT MARKET CORP,,2018-06-19T00:00:00,0
1311327,CROWN HEIGHTS WINE & LIQUOR INC,,2018-06-19T00:00:00,14
1311328,LUPITAS MEXICAN GROCERY INC,,2018-06-19T00:00:00,0
1311329,JUICERIE IV LLC,,2018-06-19T00:00:00,14
1311330,KALHAR KRUPA INC,,2018-06-19T00:00:00,8
1311331,GREEN 84 LLC,,2018-06-19T00:00:00,2
3161219,LURES RESTAURANT LLC,,2018-06-19T00:00:00,39
1311332,121 MARKET LLC,,2018-06-20T00:00:00,2
1311333,VIA MARGHERITA RESTAURANT INC,824446,2018-06-20T00:00:00,29
1311334,EL JOBO 233 CORP,,2018-06-20T00:00:00,0
3161222,LEONARD OAKES ESTATE WINERY INC,,2018-06-20T00:00:00,21
1311337,TIPSYS BAR & LOUNGE INC,,2018-06-20T00:00:00,1
3161223,SUN EXPRESS MARTS INC,,2018-06-20T00:00:00,21
3161225,HAPPY MEAT LLC,,2018-06-20T00:00:00,21
1311338,PB 36 INC,,2018-06-20T00:00:00,10
1311339,F&J GROCERY MARKET CORP,,2018-06-20T00:00:00,8
1311342,NICE DELI CORP,,2018-06-20T00:00:00,14
1311345,FUSILLI FOOD & BEVERAGE CORP,,2018-06-20T00:00:00,10
1311348,JRI FOOD CORP,,2018-06-20T00:00:00,1
1311351,AMBROSIOSA LLC,,2018-06-20T00:00:00,2
1311352,CJP SUPERMARKET CORP,,2018-06-20T00:00:00,2
1311355,POUR CONCEPTS INC,,2018-06-20T00:00:00,8
1311358,SAN REMO DELI INC,,2018-06-20T00:00:00,10
1311360,MIKE 3 DELI GROCERY CORP,,2018-06-20T00:00:00,0
1311363,RESTAURANT ASSOCIATES LLC,,2018-06-20T00:00:00,2
1311364,DOUGLASS DELI AND GROCERY CORP,,2018-06-20T00:00:00,2
1311365,6 STIRS DELI & GROCERY CORP,,2018-06-20T00:00:00,14
1311366,NOAMAR MARKETS CORP,,2018-06-20T00:00:00,10
1311368,CUMBERLAND FARMS INC,,2018-06-20T00:00:00,8
1311369,BOLLA OPERATING CORP,,2018-06-20T00:00:00,1
1311370,HAN YANG BILLIARD INC,,2018-06-20T00:00:00,1
1311371,PRAMUKH 940 INC,,2018-06-20T00:00:00,10
1311373,EDGE OF ASTORIA INC,,2018-06-20T00:00:00,1
1311374,JH WINE & LIQUOR CORP,,2018-06-20T00:00:00,2
1311376,"GREAT CABIN LLC, THE ",,2018-06-20T00:00:00,2
1311379,GRAN TIVOLI LLC,,2018-06-20T00:00:00,2
1311381,ANZUELO FINO CORP,,2018-06-20T00:00:00,1
1311382,AMMP CORPORATION,,2018-06-20T00:00:00,20
1311385,ELOISE HOSPITALITY LLC,,2018-06-20T00:00:00,1
1311386,COPAN DELI CORP,,2018-06-20T00:00:00,1
1311387,SHAKE SHACK NEW YORK LLC,,2018-06-20T00:00:00,2
1311388,GIARDINO 54 LLC,,2018-06-21T00:00:00,2
1311389,BURGEROLOGY ASTORIA LLC,,2018-06-21T00:00:00,1
1311392,"RANGE NYC LLC, THE",,2018-06-21T00:00:00,2
1311394,LAITH LITE DELI CORP,,2018-06-21T00:00:00,14
1311397,A B M M & SONS INC,,2018-06-21T00:00:00,8
1311400,"EAST RIVER DELIGHT RESTAURANT & BAR INC, THE",,2018-06-21T00:00:00,2
1311401,02 KORZA CORP,,2018-06-21T00:00:00,0
1311402,CLASSIC MAN LLC,,2018-06-21T00:00:00,2
1311403,KEV & J GROCERY INC,,2018-06-21T00:00:00,14
1311406,PBNYC 2 CORP,,2018-06-21T00:00:00,2
1311409,MAGIC BUBBLES INC,,2018-06-21T00:00:00,0
1311410,3 MMM TREE COFFEE DELI CORP,,2018-06-21T00:00:00,0
1311412,VERY FRESH NOODLES LLC,,2018-06-21T00:00:00,2
1311413,NINO AQ LLC,,2018-06-21T00:00:00,1
1311416,YOUR FRIENDLY FOOD CORP,,2018-06-21T00:00:00,1
1311419,HLC WINE & SPIRIT INC,,2018-06-21T00:00:00,1
1311421,KANCHANJUNGA RESTAURANT INC,,2018-06-21T00:00:00,1
1311423,LUCKY CHARM 6365 CORP,,2018-06-21T00:00:00,2
2213080,DREAMS UNLIMITED 1 INC,,2018-06-21T00:00:00,18
1311424,127 WESTCHESTER SQ RESTAURANT LLC,,2018-06-21T00:00:00,0
1311425,GABRIEL XPRESS REST CORP,,2018-06-21T00:00:00,2
3161253,@PASTRYBYCAMILLE LLC,,2018-06-21T00:00:00,21
3161253,@PASTRYBYCAMILLE LLC,,2018-06-21T00:00:00,21
2213101,PAINTING THE BOULEVARD LLC,,2018-06-21T00:00:00,9
1311426,AC WEIRTON 137 LLC,,2018-06-21T00:00:00,2
2213102,BREEZES BANQUET & EVENT CENTER LLC,,2018-06-21T00:00:00,48
2213106,PARTH LIQUORS OF KINGSTON INC,,2018-06-21T00:00:00,23
1311427,AREPA LADY 37 INC,,2018-06-21T00:00:00,1
2213109,MORAN FOODS LLC,,2018-06-21T00:00:00,46
1311428,J & J V2 LLC,,2018-06-21T00:00:00,2
1311430,GAZAL INC,,2018-06-21T00:00:00,2
2213114,MORAN FOODS LLC,,2018-06-21T00:00:00,7
2213115,JOS JOINT LLC,,2018-06-21T00:00:00,36
1311431,REGINA MEAT & DELI GROCERY INC,,2018-06-21T00:00:00,0
2213116,KLM18 CORP,,2018-06-21T00:00:00,12
1311432,68 SUTPHIN DELI AND GRILL INC,,2018-06-21T00:00:00,1
2213118,CAP CITY HOSPITALITY LLC,,2018-06-21T00:00:00,5
